Number ,Isolate name,Sequence name,Alignment  name,Unique name,Tree name,Species,Sequenced by,Country,Country code,Location,Source group,Source three letter,Source,Isolate from ,Date,Year ,ST,CC,sp,mec,Class,Order,Family,Subfamily,Genus,Species,Reference,Source,Number in collection,ERR number,ERR.number.tips,ERR.number.tips.filtered
661,USA300_FPR3757,USA300_FPR3757,USA300_FPR3757_LGA251,USA300FPR3757,USA300FPR3757_Human_8_8,Staphylococcus aureus,Reference,USA,USA,,Human,HUM,Human,,2006,2006,8,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Diep BA, et al. Complete genome sequence of USA300, an epidemic clone of community-acquired meticillin-resistant Staphylococcus aureus. Lancet 367, 731-739 (2006).",,,SAMN02604150,SAMN02604150,SAMN02604150
662,USA300_TCH1516,USA300_TCH1516,USA300_TCH1516_LGA251,USA300TCH1516,USA300TCH1516_Human_8_8,Staphylococcus aureus,Reference,USA,USA,,Human,HUM,Human,,2005,2005,8,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Highlander SK, et al. Subtle genetic changes enhance virulence of methicillin resistant and sensitive Staphylococcus aureus. BMC microbiology 7, 99 (2007).",,,SAMN00253845,SAMN00253845,SAMN00253845
663,VC40,VC40,VC40_LGA251,VC40,VC40_Human_8_8,Staphylococcus aureus,Reference,Germany,DEU,,Human,HUM,Human,,2012,2012,8,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Sass P, et al. Genome sequence of Staphylococcus aureus VC40, a vancomycin- and daptomycin-resistant strain, to study the genetics of development of resistance to currently applied last-resort antibiotics. Journal of bacteriology 194, 2107-2108 (2012).",,,SAMN02603393,SAMN02603393,SAMN02603393
664,Z172,Z172,Z172_LGA251,Z172,Z172_Human_239_8,Staphylococcus aureus,Reference,Taiwan,TWN,,Human,HUM,Human,Blood,2010,2010,239,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Chen FJ, Lauderdale TL, Wang LS, Huang IW. Complete Genome Sequence of Staphylococcus aureus Z172, a Vancomycin-Intermediate and Daptomycin-Nonsusceptible Methicillin-Resistant Strain Isolated in Taiwan. Genome Announc 1,  (2013).",,,SAMN02370325,SAMN02370325,SAMN02370325
665,CTH252,973N0017,973N0017_LGA251,973N0017,973N0017_Cow_1_1,Staphylococcus aureus,Fitzgerald,USA,USA,,Cows,BOV,Cow,,1987,1987,1,1,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Smith EM, et al, Multilocus sequence typing of intercontinental bovine
Staphylococcus aureus isolates. J Clin Microbiol. 2005 Sep;43(9):4737-43",,,PRJEB20741,973N0017,973N0017
666,VI 54657,973N0066,973N0066_LGA251,973N0066,973N0066_Cow_1_1,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,BOV,Cow,,2001,2001,1,1,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Jorgensen HJ, Mork T, Hogasen HR, Rorvik LM. Enterotoxigenic Staphylococcus aureus in bulk milk in Norway. Journal of applied microbiology 99, 158-166 (2005).",,,PRJEB20741,973N0066,973N0066
667,KM595-06,612_112,612_112_LGA251,612112,612112_Horse_1_1,Staphylococcus aureus,Fitzgerald,Switzerland,CHE,,Horses,EQU,Horse,,2006,2006,1,1,,,Mammalia,Perissodactyla,Equidae,,Equus,ferus,"Sieber S et al, Evolution of multidrug-resistant Staphylococcus aureus infections in horses and colonized personnel in an equine clinic between 2005 and 2010. Microb Drug Resist 17, 471-478 (2011)",,,PRJEB20741,612_112,612_112
668,777-07,612_113,612_113_LGA251,612113,612113_Horse_1_1,Staphylococcus aureus,Fitzgerald,Switzerland,CHE,,Horses,EQU,Horse,,2007,2007,1,1,,,Mammalia,Perissodactyla,Equidae,,Equus,ferus,"Sieber S et al, Evolution of multidrug-resistant Staphylococcus aureus infections in horses and colonized personnel in an equine clinic between 2005 and 2010. Microb Drug Resist 17, 471-478 (2011)",,,PRJEB20741,612_113,612_113
669,489-05,612_114,612_114_LGA251,612114,612114_Horse_1_1,Staphylococcus aureus,Fitzgerald,Switzerland,CHE,,Horses,EQU,Horse,,2005,2005,1,1,,,Mammalia,Perissodactyla,Equidae,,Equus,ferus,"Sieber S et al, Evolution of multidrug-resistant Staphylococcus aureus infections in horses and colonized personnel in an equine clinic between 2005 and 2010. Microb Drug Resist 17, 471-478 (2011)",,,PRJEB20741,612_114,612_114
670,IMD887-09,612_115,612_115_LGA251,612115,612115_Horse_1_1,Staphylococcus aureus,Fitzgerald,Switzerland,CHE,,Horses,EQU,Horse,,2009,2009,1,1,,,Mammalia,Perissodactyla,Equidae,,Equus,ferus,"Sieber S et al, Evolution of multidrug-resistant Staphylococcus aureus infections in horses and colonized personnel in an equine clinic between 2005 and 2010. Microb Drug Resist 17, 471-478 (2011)",,,PRJEB20741,612_115,612_115
671,KM489-05,973N0014,973N0014_LGA251,973N0014,973N0014_Horse_1_1,Staphylococcus aureus,Fitzgerald,Switzerland,CHE,,Horses,EQU,Horse,,2005,2005,1,1,,,Mammalia,Perissodactyla,Equidae,,Equus,ferus,"Sieber S, Gerber V, Jandova V, Rossano A, Evison JM, Perreten V. Evolution of multidrug-resistant Staphylococcus aureus infections in horses and colonized personnel in an equine clinic between 2005 and 2010. Microb Drug Resist 17, 471-478 (2011).",,,PRJEB20741,973N0014,973N0014
672,KM777-07,973N0045,973N0045_LGA251,973N0045,973N0045_Horse_1_1,Staphylococcus aureus,Fitzgerald,Switzerland,CHE,,Horses,EQU,Horse,,2007,2007,1,1,,,Mammalia,Perissodactyla,Equidae,,Equus,ferus,"Sieber S et al, Evolution of multidrug-resistant Staphylococcus aureus infections in horses and colonized personnel in an equine clinic between 2005 and 2010. Microb Drug Resist 17, 471-478 (2011)",,,PRJEB20741,973N0045,973N0045
673,6P070 (ch11),612_76,612_76_LGA251,61276,61276_Avian_1345_1,Staphylococcus aureus,Fitzgerald,Australia,AUS,,Birds,AVI,Avian,,1995-1997,1995-1997,1345,1,,,Aves,,,,,,"Murray S, et al. Recombination-Mediated Host Adaptation by Avian Staphylococcus aureus. Genome biology and evolution 9, 830-842 (2017).",,,ERR1801387,ERR1801387,ERR1801387
674,CIX2,973N0091,973N0091_LGA251,973N0091,973N0091_Chicken_5_5,Staphylococcus aureus,Fitzgerald,Belgium,BEL,,Birds,AVI,Chicken,,1976,1976,5,5,,,Aves,Galliformes,Phasianidae,Phasianinae,Gallus,gallus,"Lowder BV, et al, Recent human-to-poultry host
jump, adaptation, and pandemic spread of Staphylococcus aureus. Proc Natl Acad
Sci U S A. 2009 Nov 17;106(46):19545-50.",,,ERR1801401,ERR1801401,ERR1801401
675,AV 4,612_67,612_67_LGA251,61267,61267_Chicken_5_5,Staphylococcus aureus,Fitzgerald,UK,GBR,,Birds,AVI,Chicken,,1996-1997,1996-1997,5,5,,,Aves,Galliformes,Phasianidae,Phasianinae,Gallus,gallus,"Murray S, et al. Recombination-Mediated Host Adaptation by Avian Staphylococcus aureus. Genome biology and evolution 9, 830-842 (2017).",,,ERR1801378,ERR1801378,ERR1801378
676,AV 00-8661,612_70,612_70_LGA251,61270,61270_Chicken_5_5,Staphylococcus aureus,Fitzgerald,USA,USA,,Birds,AVI,Chicken,,1999,1999,5,5,,,Aves,Galliformes,Phasianidae,Phasianinae,Gallus,gallus,"Murray S, et al. Recombination-Mediated Host Adaptation by Avian Staphylococcus aureus. Genome biology and evolution 9, 830-842 (2017).",,,ERR1801381,ERR1801381,ERR1801381
677,AV 00-7439,612_71,612_71_LGA251,61271,61271_Chicken_5_5,Staphylococcus aureus,Fitzgerald,USA,USA,,Birds,AVI,Chicken,,1999,1999,5,5,,,Aves,Galliformes,Phasianidae,Phasianinae,Gallus,gallus,"Murray S, et al. Recombination-Mediated Host Adaptation by Avian Staphylococcus aureus. Genome biology and evolution 9, 830-842 (2017).",,,ERR1801382,ERR1801382,ERR1801382
678,CH77,612_80,612_80_LGA251,61280,61280_Chicken_5_5,Staphylococcus aureus,Fitzgerald,Japan,JPN,,Birds,AVI,Chicken,,1998,1998,5,5,,,Aves,Galliformes,Phasianidae,Phasianinae,Gallus,gallus,"Murray S, et al. Recombination-Mediated Host Adaptation by Avian Staphylococcus aureus. Genome biology and evolution 9, 830-842 (2017).",,,ERR1801389,ERR1801389,ERR1801389
679,CH38,612_81,612_81_LGA251,61281,61281_Chicken_5_5,Staphylococcus aureus,Fitzgerald,Japan,JPN,,Birds,AVI,Chicken,,1998,1998,5,5,,,Aves,Galliformes,Phasianidae,Phasianinae,Gallus,gallus,"Murray S, et al. Recombination-Mediated Host Adaptation by Avian Staphylococcus aureus. Genome biology and evolution 9, 830-842 (2017).",,,ERR1801390,ERR1801390,ERR1801390
680,D2,612_91,612_91_LGA251,61291,61291_Chicken_5_5,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Birds,AVI,Chicken,,1998,1998,5,5,,,Aves,Galliformes,Phasianidae,Phasianinae,Gallus,gallus,"Murray S, et al. Recombination-Mediated Host Adaptation by Avian Staphylococcus aureus. Genome biology and evolution 9, 830-842 (2017).",,,ERR1801399,ERR1801399,ERR1801399
681,Ssi4,973N0002,973N0002_LGA251,973N0002,973N0002_Horse_8_8,Staphylococcus aureus,Fitzgerald,Switzerland,CHE,,Horses,EQU,Horse,,2011,2011,8,8,,,Mammalia,Perissodactyla,Equidae,,Equus,ferus,"Sieber S, Gerber V, Jandova V, Rossano A, Evison JM, Perreten V. Evolution of multidrug-resistant Staphylococcus aureus infections in horses and colonized personnel in an equine clinic between 2005 and 2010. Microb Drug Resist 17, 471-478 (2011).",,,PRJEB20741,973N0002,973N0002
682,CTH142,973N0089,973N0089_LGA251,973N0089,973N0089_Cow_25_25,Staphylococcus aureus,Fitzgerald,USA,USA,,Cows,BOV,Cow,,1987,1987,25,25,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Smith EM, et al, Multilocus sequence typing of intercontinental bovine
Staphylococcus aureus isolates. J Clin Microbiol. 2005 Sep;43(9):4737-43",,,PRJEB20741,973N0089,973N0089
683,CTH4,973N0016,973N0016_LGA251,973N0016,973N0016_Cow_30_30,Staphylococcus aureus,Fitzgerald,USA,USA,,Cows,BOV,Cow,,1987,1987,30,30,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Smith EM, et al, Multilocus sequence typing of intercontinental bovine
Staphylococcus aureus isolates. J Clin Microbiol. 2005 Sep;43(9):4737-43",,,PRJEB20741,973N0016,973N0016
684,CTH160,973N0093,973N0093_LGA251,973N0093,973N0093_Cow_45_45,Staphylococcus aureus,Fitzgerald,USA,USA,,Cows,BOV,Cow,,1987,1987,45,45,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Smith EM, et al, Multilocus sequence typing of intercontinental bovine
Staphylococcus aureus isolates. J Clin Microbiol. 2005 Sep;43(9):4737-43",,,PRJEB20741,973N0093,973N0093
685,IMD1000-09,973N0018,973N0018_LGA251,973N0018,973N0018_Pig_49_49,Staphylococcus aureus,Fitzgerald,Switzerland,CHE,,Pigs,POR,Pig,,2009,2009,49,49,,,Mammalia,Artiodactyla,Suidae,Suinae,Sus,scrofa domestica,"Overesch G, Buttner S, Rossano A, Perreten V. The increase of methicillin-resistant Staphylococcus aureus (MRSA) and the presence of an unusual sequence type ST49 in slaughter pigs in Switzerland. BMC veterinary research 7, 30 (2011).",,,PRJEB20741,973N0018,973N0018
686,JL C01899,527_01,527_01_LGA251,52701,52701_Cow_97_97,Staphylococcus aureus,Fitzgerald,UK,GBR,,Cows,BOV,Cow,,2003,2003,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Sung JM, Lloyd DH, Lindsay JA. Staphylococcus aureus host specificity: comparative genomics of human versus animal isolates by multi-strain microarray. Microbiology 154, 1949-1959 (2008).",,,PRJEB20741,527_01,527_01
687,JVI215,527_04,527_04_LGA251,52704,52704_Cow_97_97,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Cows,BOV,Cow,,1956,1956,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013).",,,PRJEB20741,527_04,527_04
688,7231121_2,527_05,527_05_LGA251,52705,52705_Cow_97_97,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Cows,BOV,Cow,,2000,2000,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013).",,,PRJEB20741,527_05,527_05
689,RF111,527_10,527_10_LGA251,52710,52710_Cow_97_97,Staphylococcus aureus,Fitzgerald,Ireland,IRL,,Cows,BOV,Cow,,1993,1993,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Fitzgerald et al. Epidemiol. Infect. 119, 261-269 (1997)",,,ERR227625,ERR227625,ERR227625
690,Fli5576-9,803_79,803_79_LGA251,80379,80379_Cow_97_97,Staphylococcus aureus,Fitzgerald,Germany,DEU,,Cows,BOV,Cow,,2006,2006,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Orginal Reference: Monecke S, Kuhnert P, Hotzel H, Slickers P, Ehricht R. Microarray based study on virulence-associated genes and resistance determinants of Staphylococcus aureus isolates from cattle. Veterinary microbiology 125, 128-140 (2007).",,,ERR227529/ERR227533,ERR227529/ERR227533,ERR227529
691,RF116,803_82,803_82_LGA251,80382,80382_Cow_97_97,Staphylococcus aureus,Fitzgerald,Ireland,IRL,,Cows,BOV,Cow,,1993,1993,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Fitzgerald et al. Epidemiol. Infect. 119, 261-269 (1997)",,,ERR227637/ERR227636,ERR227637/ERR227636,ERR227637
692,RF115,803_83,803_83_LGA251,80383,80383_Cow_97_97,Staphylococcus aureus,Fitzgerald,Ireland,IRL,,Cows,BOV,Cow,,1993,1993,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Fitzgerald et al. Epidemiol. Infect. 119, 261-269 (1997)",,,ERR227632/ERR227633,ERR227632/ERR227633,ERR227632
693,CTH163,803_86,803_86_LGA251,80386,80386_Cow_97_97,Staphylococcus aureus,Fitzgerald,USA,USA,,Cows,BOV,Cow,,1987,1987,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Smith EM, et al. Multilocus sequence typing of intercontinental bovine Staphylococcus aureus isolates. Journal of clinical microbiology 43, 4737-4743 (2005).",,,ERR227518/ERR227525,ERR227518/ERR227525,ERR227518
694,Chile9,803_88,803_88_LGA251,80388,80388_Cow_97_97,Staphylococcus aureus,Fitzgerald,Chile,CHL,,Cows,BOV,Cow,,2003,2003,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Smith EM, et al. Multilocus sequence typing of intercontinental bovine Staphylococcus aureus isolates. Journal of clinical microbiology 43, 4737-4743 (2005).",,,PRJEB20741,803_88,803_88
695,CHILE5,CHILE5,CHILE5_LGA251,CHILE5,CHILE5_Cow_97_97,Staphylococcus aureus,Fitzgerald,Chile,CHL,Temuco,Cows,BOV,Cow,,2003,2003,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013).  Original reference: Smith EM, et al. Multilocus sequence typing of intercontinental bovine Staphylococcus aureus isolates. Journal of clinical microbiology 43, 4737-4743 (2005).",,,ERR227491,ERR227491,ERR227491
696,CTH54,CTH54,CTH54_LGA251,CTH54,CTH54_Cow_97_97,Staphylococcus aureus,Fitzgerald,USA,USA,,Cows,BOV,Cow,,1987,1987,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013).  Original reference: Smith EM, et al. Multilocus sequence typing of intercontinental bovine Staphylococcus aureus isolates. Journal of clinical microbiology 43, 4737-4743 (2005).",,,ERR227517,ERR227517,ERR227517
697,LMA1166,LMA1166B,LMA1166B_LGA251,LMA1166B,LMA1166B_Cow_97_97,Staphylococcus aureus,Fitzgerald,France,FRA,,Cows,BOV,Cow,,1964,1964,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Ben Zakour et al. J. Bacteriol. 190, 6302-6317 (2008)",,,ERR227605,ERR227605,ERR227605
698,RC SA5,RC7,RC7_LGA251,RC7,RC7_Cow_97_97,Staphylococcus aureus,Fitzgerald,Spain,ESP,Asturias,Cows,BOV,Cow,,2007,2007,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). ",,,PRJEB20741,RC7,RC7
699,10668,0979N0001,0979N0001_LGA251,0979N0001,0979N0001_Human_97_97,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Human,HUM,Human,,1980,1980,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013).",,,ERR276883,ERR276883,ERR276883
700,55435,0979N0002,0979N0002_LGA251,0979N0002,0979N0002_Human_97_97,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Human,HUM,Human,,2/14/07,2007,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013).",,,ERR276884,ERR276884,ERR276884
701,83075,0979N0003,0979N0003_LGA251,0979N0003,0979N0003_Human_97_97,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Human,HUM,Human,,2012,2012,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013).",,,ERR276885,ERR276885,ERR276885
702,76325,0979N0004,0979N0004_LGA251,0979N0004,0979N0004_Human_97_97,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Human,HUM,Human,,6/4/11,2011,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013).",,,ERR276886,ERR276886,ERR276886
703,ALG33,527_02,527_02_LGA251,52702,52702_Human_97_97,Staphylococcus aureus,Fitzgerald,Algeria,DZA,,Human,HUM,Human,,2005,2005,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference:  Ruimy R, et al. Comparisons between geographically diverse samples of carried Staphylococcus aureus. Journal of bacteriology 191, 5577-5583 (2009).",,,ERR227490,ERR227490,ERR227490
704,UC030,527_06,527_06_LGA251,52706,52706_Human_97_97,Staphylococcus aureus,Fitzgerald,USA,USA,,Human,HUM,Human,,1996,1996,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Westh H, Zinn CS, Rosdahl VT. An international multicenter study of antimicrobial consumption and resistance in Staphylococcus aureus isolates from 15 hospitals in 14 countries. Microb Drug Resist 10, 169-176 (2004).",,,ERR227651,ERR227651,ERR227651
705,NZ189,527_07,527_07_LGA251,52707,52707_Human_97_97,Staphylococcus aureus,Fitzgerald,New Zealand,NZL,,Human,HUM,Human,,1996,1996,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Westh H, Zinn CS, Rosdahl VT. An international multicenter study of antimicrobial consumption and resistance in Staphylococcus aureus isolates from 15 hospitals in 14 countries. Microb Drug Resist 10, 169-176 (2004).",,,ERR227623,ERR227623,ERR227623
706,FL 06-01420,527_08,527_08_LGA251,52708,52708_Human_97_97,Staphylococcus aureus,Fitzgerald,Germany,DEU,Lubeck,Human,HUM,Human,,2006,2006,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference:  Strommenger B, Braulke C, Pasemann B, Schmidt C, Witte W. Multiplex PCR for rapid detection of Staphylococcus aureus isolates suspected to represent community-acquired strains. Journal of clinical microbiology 46, 582-587 (2008).",,,PRJEB20741,527_08,527_08
707,H054120523,527_09,527_09_LGA251,52709,52709_Human_97_97,Staphylococcus aureus,Fitzgerald,UK,GBR,West Midlands,Human,HUM,Human,,2005,2005,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Ellington MJ, Yearwood L, Ganner M, East C, Kearns AM. Distribution of the ACME-arcA gene among methicillin-resistant Staphylococcus aureus from England and Wales. The Journal of antimicrobial chemotherapy 61, 73-77 (2008).",,,PRJEB20741,527_09,527_09
708,H068N,803_91,803_91_LGA251,80391,80391_Human_97_97,Staphylococcus aureus,Fitzgerald,French Guiana,GUF,,Human,HUM,Human,,2008,2008,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Ruimy R, et al. Are host genetics the predominant determinant of persistent nasal Staphylococcus aureus carriage in humans? The Journal of infectious diseases 202, 924-934 (2010).",,,ERR227551/ERR227550,ERR227551/ERR227550,ERR227551
709,MOLD123,803_92,803_92_LGA251,80392,80392_Human_97_97,Staphylococcus aureus,Fitzgerald,Moldova-Chisinau,MDA,,Human,HUM,Human,,2005,2005,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference:  Ruimy R, et al. Comparisons between geographically diverse samples of carried Staphylococcus aureus. Journal of bacteriology 191, 5577-5583 (2009).",,,ERR227609/ERR227612,ERR227609/ERR227612,ERR227609
710,FRA134,803_93,803_93_LGA251,80393,80393_Human_97_97,Staphylococcus aureus,Fitzgerald,France,FRA,,Human,HUM,Human,,2005,2005,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference:  Ruimy R, et al. Comparisons between geographically diverse samples of carried Staphylococcus aureus. Journal of bacteriology 191, 5577-5583 (2009).",,,ERR227536/ERR227543,ERR227536/ERR227543,ERR227536
711,H091740182,803_94,803_94_LGA251,80394,80394_Human_97_97,Staphylococcus aureus,Fitzgerald,UK,GBR,,Human,HUM,Human,,2009,2009,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Ellington MJ, Yearwood L, Ganner M, East C, Kearns AM. Distribution of the ACME-arcA gene among methicillin-resistant Staphylococcus aureus from England and Wales. The Journal of antimicrobial chemotherapy 61, 73-77 (2008).",,,ERR227594/ERR227601,ERR227594/ERR227601,ERR227594
712,H071540648,803_95,803_95_LGA251,80395,80395_Human_97_97,Staphylococcus aureus,Fitzgerald,UK,GBR,,Human,HUM,Human,,2007,2007,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Ellington MJ, Yearwood L, Ganner M, East C, Kearns AM. Distribution of the ACME-arcA gene among methicillin-resistant Staphylococcus aureus from England and Wales. The Journal of antimicrobial chemotherapy 61, 73-77 (2008).",,,ERR227578/ERR227585,ERR227578/ERR227585,ERR227578
713,H070420647,803_96,803_96_LGA251,80396,80396_Human_97_97,Staphylococcus aureus,Fitzgerald,UK,GBR,,Human,HUM,Human,,2007,2007,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Ellington MJ, Yearwood L, Ganner M, East C, Kearns AM. Distribution of the ACME-arcA gene among methicillin-resistant Staphylococcus aureus from England and Wales. The Journal of antimicrobial chemotherapy 61, 73-77 (2008).",,,ERR227571/ERR227577,ERR227571/ERR227577,ERR227571
714,H064020492,803_97,803_97_LGA251,80397,80397_Human_97_97,Staphylococcus aureus,Fitzgerald,UK,GBR,,Human,HUM,Human,,2006,2006,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Ellington MJ, Yearwood L, Ganner M, East C, Kearns AM. Distribution of the ACME-arcA gene among methicillin-resistant Staphylococcus aureus from England and Wales. The Journal of antimicrobial chemotherapy 61, 73-77 (2008).",,,PRJEB20741,803_97,803_97
715,H054060126,803_98,803_98_LGA251,80398,80398_Human_97_97,Staphylococcus aureus,Fitzgerald,UK,GBR,,Human,HUM,Human,,2005,2005,97,97,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Ellington MJ, Yearwood L, Ganner M, East C, Kearns AM. Distribution of the ACME-arcA gene among methicillin-resistant Staphylococcus aureus from England and Wales. The Journal of antimicrobial chemotherapy 61, 73-77 (2008).",,,PRJEB20741,803_98,803_98
