ERR.number.tips.filtered,Human,Pigs,Cows,Goats,Birds,Rabbits,Sheep,Horses,Rodents,Carnivora,Bat,Marine,Unknown,Unclassified
612_51,8.310384629,4.310384629,3.310384629,2.310384629,1.310384629,1.310384629,1.310384629,1.310384629,1.310384629,1.310384629,1.310384629,1.310384629,1.310384629,1.310384629
612_54,8.580776094,4.580776094,3.580776094,2.580776094,1.580776094,1.580776094,1.580776094,1.580776094,1.580776094,1.580776094,1.580776094,1.580776094,1.580776094,1.580776094
612_53,8.312212857,4.312212857,3.312212857,2.312212857,1.312212857,1.312212857,1.312212857,1.312212857,1.312212857,1.312212857,1.312212857,1.312212857,1.312212857,1.312212857
612_40,8.197861049,4.197861049,3.197861049,2.197861049,1.197861049,1.197861049,1.197861049,1.197861049,1.197861049,1.197861049,1.197861049,1.197861049,1.197861049,1.197861049
612_41,8.917700537,4.917700537,3.917700537,2.917700537,1.917700537,1.917700537,1.917700537,1.917700537,1.917700537,1.917700537,1.917700537,1.917700537,1.917700537,1.917700537
612_37,8.73220981,4.73220981,3.73220981,2.73220981,1.73220981,1.73220981,1.73220981,1.73220981,1.73220981,1.73220981,1.73220981,1.73220981,1.73220981,1.73220981
612_64,8.115568781,4.115568781,3.115568781,2.115568781,1.115568781,1.115568781,1.115568781,1.115568781,1.115568781,1.115568781,1.115568781,1.115568781,1.115568781,1.115568781
ERR163417,8.449322951,4.449322951,3.449322951,2.449322951,1.449322951,1.449322951,1.449322951,1.449322951,1.449322951,1.449322951,1.449322951,1.449322951,1.449322951,1.449322951
ERR156415,8.01802466,4.01802466,3.01802466,2.01802466,1.01802466,1.01802466,1.01802466,1.01802466,1.01802466,1.01802466,1.01802466,1.01802466,1.01802466,1.01802466
ERR387170,8.040914521,4.040914521,3.040914521,2.040914521,1.040914521,1.040914521,1.040914521,1.040914521,1.040914521,1.040914521,1.040914521,1.040914521,1.040914521,1.040914521
0864N0048,8.529357597,4.529357597,3.529357597,2.529357597,1.529357597,1.529357597,1.529357597,1.529357597,1.529357597,1.529357597,1.529357597,1.529357597,1.529357597,1.529357597
0864N0049,8.295987636,4.295987636,3.295987636,2.295987636,1.295987636,1.295987636,1.295987636,1.295987636,1.295987636,1.295987636,1.295987636,1.295987636,1.295987636,1.295987636
0864N0050,8.802215395,4.802215395,3.802215395,2.802215395,1.802215395,1.802215395,1.802215395,1.802215395,1.802215395,1.802215395,1.802215395,1.802215395,1.802215395,1.802215395
0864N0047,8.480367417,4.480367417,3.480367417,2.480367417,1.480367417,1.480367417,1.480367417,1.480367417,1.480367417,1.480367417,1.480367417,1.480367417,1.480367417,1.480367417
0864N0051,8.248599701,4.248599701,3.248599701,2.248599701,1.248599701,1.248599701,1.248599701,1.248599701,1.248599701,1.248599701,1.248599701,1.248599701,1.248599701,1.248599701
ERR033535,8.172559447,4.172559447,3.172559447,2.172559447,1.172559447,1.172559447,1.172559447,1.172559447,1.172559447,1.172559447,1.172559447,1.172559447,1.172559447,1.172559447
ERR038672,8.444367914,4.444367914,3.444367914,2.444367914,1.444367914,1.444367914,1.444367914,1.444367914,1.444367914,1.444367914,1.444367914,1.444367914,1.444367914,1.444367914
ERR294340,8.075826937,4.075826937,3.075826937,2.075826937,1.075826937,1.075826937,1.075826937,1.075826937,1.075826937,1.075826937,1.075826937,1.075826937,1.075826937,1.075826937
ERR038664,8.256261661,4.256261661,3.256261661,2.256261661,1.256261661,1.256261661,1.256261661,1.256261661,1.256261661,1.256261661,1.256261661,1.256261661,1.256261661,1.256261661
ERR033521,8.265483005,4.265483005,3.265483005,2.265483005,1.265483005,1.265483005,1.265483005,1.265483005,1.265483005,1.265483005,1.265483005,1.265483005,1.265483005,1.265483005
ERR033337,8.272598634,4.272598634,3.272598634,2.272598634,1.272598634,1.272598634,1.272598634,1.272598634,1.272598634,1.272598634,1.272598634,1.272598634,1.272598634,1.272598634
ERR163442,8.093343245,4.093343245,3.093343245,2.093343245,1.093343245,1.093343245,1.093343245,1.093343245,1.093343245,1.093343245,1.093343245,1.093343245,1.093343245,1.093343245
ERR163404,8.186335829,4.186335829,3.186335829,2.186335829,1.186335829,1.186335829,1.186335829,1.186335829,1.186335829,1.186335829,1.186335829,1.186335829,1.186335829,1.186335829
ERR294325,8.41420822,4.41420822,3.41420822,2.41420822,1.41420822,1.41420822,1.41420822,1.41420822,1.41420822,1.41420822,1.41420822,1.41420822,1.41420822,1.41420822
ERR175881,8.902503377,4.902503377,3.902503377,2.902503377,1.902503377,1.902503377,1.902503377,1.902503377,1.902503377,1.902503377,1.902503377,1.902503377,1.902503377,1.902503377
ERR163398,8.005144738,4.005144738,3.005144738,2.005144738,1.005144738,1.005144738,1.005144738,1.005144738,1.005144738,1.005144738,1.005144738,1.005144738,1.005144738,1.005144738
973N0004,8.719940351,4.719940351,3.719940351,2.719940351,1.719940351,1.719940351,1.719940351,1.719940351,1.719940351,1.719940351,1.719940351,1.719940351,1.719940351,1.719940351
973N0012,8.521364889,4.521364889,3.521364889,2.521364889,1.521364889,1.521364889,1.521364889,1.521364889,1.521364889,1.521364889,1.521364889,1.521364889,1.521364889,1.521364889
ERR211634,8.259748206,4.259748206,3.259748206,2.259748206,1.259748206,1.259748206,1.259748206,1.259748206,1.259748206,1.259748206,1.259748206,1.259748206,1.259748206,1.259748206
973N0005,8.922630348,4.922630348,3.922630348,2.922630348,1.922630348,1.922630348,1.922630348,1.922630348,1.922630348,1.922630348,1.922630348,1.922630348,1.922630348,1.922630348
612_55,15.18938438,1.189384379,1.189384379,2.189384379,2.189384379,2.189384379,2.189384379,2.189384379,2.189384379,2.189384379,2.189384379,2.189384379,2.189384379,2.189384379
612_56,15.22321488,1.223214879,1.223214879,2.223214879,2.223214879,2.223214879,2.223214879,2.223214879,2.223214879,2.223214879,2.223214879,2.223214879,2.223214879,2.223214879
ERR387187,15.09823227,1.09823227,1.09823227,2.09823227,2.09823227,2.09823227,2.09823227,2.09823227,2.09823227,2.09823227,2.09823227,2.09823227,2.09823227,2.09823227
ERR084734,8.613344986,4.613344986,3.613344986,2.613344986,1.613344986,1.613344986,1.613344986,1.613344986,1.613344986,1.613344986,1.613344986,1.613344986,1.613344986,1.613344986
ERR156423,8.246218639,4.246218639,3.246218639,2.246218639,1.246218639,1.246218639,1.246218639,1.246218639,1.246218639,1.246218639,1.246218639,1.246218639,1.246218639,1.246218639
973N0059,8.660677541,4.660677541,3.660677541,2.660677541,1.660677541,1.660677541,1.660677541,1.660677541,1.660677541,1.660677541,1.660677541,1.660677541,1.660677541,1.660677541
ERR084730,8.109940011,4.109940011,3.109940011,2.109940011,1.109940011,1.109940011,1.109940011,1.109940011,1.109940011,1.109940011,1.109940011,1.109940011,1.109940011,1.109940011
ERR084757,8.193637603,4.193637603,3.193637603,2.193637603,1.193637603,1.193637603,1.193637603,1.193637603,1.193637603,1.193637603,1.193637603,1.193637603,1.193637603,1.193637603
ERR084753,8.355918875,4.355918875,3.355918875,2.355918875,1.355918875,1.355918875,1.355918875,1.355918875,1.355918875,1.355918875,1.355918875,1.355918875,1.355918875,1.355918875
ERR084731,15.55485437,1.554854366,1.554854366,2.554854366,2.554854366,2.554854366,2.554854366,2.554854366,2.554854366,2.554854366,2.554854366,2.554854366,2.554854366,2.554854366
ERR163434,8.980082825,4.980082825,3.980082825,2.980082825,1.980082825,1.980082825,1.980082825,1.980082825,1.980082825,1.980082825,1.980082825,1.980082825,1.980082825,1.980082825
ERR084727,8.975834818,4.975834818,3.975834818,2.975834818,1.975834818,1.975834818,1.975834818,1.975834818,1.975834818,1.975834818,1.975834818,1.975834818,1.975834818,1.975834818
ERR387076,8.183184732,4.183184732,3.183184732,2.183184732,1.183184732,1.183184732,1.183184732,1.183184732,1.183184732,1.183184732,1.183184732,1.183184732,1.183184732,1.183184732
973N0052,15.20032949,1.200329493,1.200329493,2.200329493,2.200329493,2.200329493,2.200329493,2.200329493,2.200329493,2.200329493,2.200329493,2.200329493,2.200329493,2.200329493
973N0078,8.361777599,4.361777599,3.361777599,2.361777599,1.361777599,1.361777599,1.361777599,1.361777599,1.361777599,1.361777599,1.361777599,1.361777599,1.361777599,1.361777599
973N0086,8.025483441,4.025483441,3.025483441,2.025483441,1.025483441,1.025483441,1.025483441,1.025483441,1.025483441,1.025483441,1.025483441,1.025483441,1.025483441,1.025483441
973N0085,8.261326974,4.261326974,3.261326974,2.261326974,1.261326974,1.261326974,1.261326974,1.261326974,1.261326974,1.261326974,1.261326974,1.261326974,1.261326974,1.261326974
973N0015,8.778935382,4.778935382,3.778935382,2.778935382,1.778935382,1.778935382,1.778935382,1.778935382,1.778935382,1.778935382,1.778935382,1.778935382,1.778935382,1.778935382
973N0001,8.630134084,4.630134084,3.630134084,2.630134084,1.630134084,1.630134084,1.630134084,1.630134084,1.630134084,1.630134084,1.630134084,1.630134084,1.630134084,1.630134084
973N0008,15.14089812,1.140898125,1.140898125,2.140898125,2.140898125,2.140898125,2.140898125,2.140898125,2.140898125,2.140898125,2.140898125,2.140898125,2.140898125,2.140898125
ERR237622,8.961364236,4.961364236,3.961364236,2.961364236,1.961364236,1.961364236,1.961364236,1.961364236,1.961364236,1.961364236,1.961364236,1.961364236,1.961364236,1.961364236
ERR144809,8.824557411,4.824557411,3.824557411,2.824557411,1.824557411,1.824557411,1.824557411,1.824557411,1.824557411,1.824557411,1.824557411,1.824557411,1.824557411,1.824557411
973N0062,8.285184688,4.285184688,3.285184688,2.285184688,1.285184688,1.285184688,1.285184688,1.285184688,1.285184688,1.285184688,1.285184688,1.285184688,1.285184688,1.285184688
ERR144774,8.69881582,4.69881582,3.69881582,2.69881582,1.69881582,1.69881582,1.69881582,1.69881582,1.69881582,1.69881582,1.69881582,1.69881582,1.69881582,1.69881582
973N0076,8.061948483,4.061948483,3.061948483,2.061948483,1.061948483,1.061948483,1.061948483,1.061948483,1.061948483,1.061948483,1.061948483,1.061948483,1.061948483,1.061948483
973N0082,8.595693502,4.595693502,3.595693502,2.595693502,1.595693502,1.595693502,1.595693502,1.595693502,1.595693502,1.595693502,1.595693502,1.595693502,1.595693502,1.595693502
973N0083,8.774741661,4.774741661,3.774741661,2.774741661,1.774741661,1.774741661,1.774741661,1.774741661,1.774741661,1.774741661,1.774741661,1.774741661,1.774741661,1.774741661
ERR084616,8.275283278,4.275283278,3.275283278,2.275283278,1.275283278,1.275283278,1.275283278,1.275283278,1.275283278,1.275283278,1.275283278,1.275283278,1.275283278,1.275283278
973N0068,8.261663137,4.261663137,3.261663137,2.261663137,1.261663137,1.261663137,1.261663137,1.261663137,1.261663137,1.261663137,1.261663137,1.261663137,1.261663137,1.261663137
ERR084618,8.040915131,4.040915131,3.040915131,2.040915131,1.040915131,1.040915131,1.040915131,1.040915131,1.040915131,1.040915131,1.040915131,1.040915131,1.040915131,1.040915131
ERR084614,8.757870206,4.757870206,3.757870206,2.757870206,1.757870206,1.757870206,1.757870206,1.757870206,1.757870206,1.757870206,1.757870206,1.757870206,1.757870206,1.757870206
973N0080,8.510479446,4.510479446,3.510479446,2.510479446,1.510479446,1.510479446,1.510479446,1.510479446,1.510479446,1.510479446,1.510479446,1.510479446,1.510479446,1.510479446
973N0061,15.28295894,1.282958944,1.282958944,2.282958944,2.282958944,2.282958944,2.282958944,2.282958944,2.282958944,2.282958944,2.282958944,2.282958944,2.282958944,2.282958944
ERR387226,8.791251473,4.791251473,3.791251473,2.791251473,1.791251473,1.791251473,1.791251473,1.791251473,1.791251473,1.791251473,1.791251473,1.791251473,1.791251473,1.791251473
973N0058,8.06854653,4.06854653,3.06854653,2.06854653,1.06854653,1.06854653,1.06854653,1.06854653,1.06854653,1.06854653,1.06854653,1.06854653,1.06854653,1.06854653
0864N0020,8.94507027,4.94507027,3.94507027,2.94507027,1.94507027,1.94507027,1.94507027,1.94507027,1.94507027,1.94507027,1.94507027,1.94507027,1.94507027,1.94507027
0864N0023,8.025420699,4.025420699,3.025420699,2.025420699,1.025420699,1.025420699,1.025420699,1.025420699,1.025420699,1.025420699,1.025420699,1.025420699,1.025420699,1.025420699
0864N0017,8.078300357,4.078300357,3.078300357,2.078300357,1.078300357,1.078300357,1.078300357,1.078300357,1.078300357,1.078300357,1.078300357,1.078300357,1.078300357,1.078300357
973N0043,8.761782637,4.761782637,3.761782637,2.761782637,1.761782637,1.761782637,1.761782637,1.761782637,1.761782637,1.761782637,1.761782637,1.761782637,1.761782637,1.761782637
612_78,8.816551912,4.816551912,3.816551912,2.816551912,1.816551912,1.816551912,1.816551912,1.816551912,1.816551912,1.816551912,1.816551912,1.816551912,1.816551912,1.816551912
973N0063,8.684955959,4.684955959,3.684955959,2.684955959,1.684955959,1.684955959,1.684955959,1.684955959,1.684955959,1.684955959,1.684955959,1.684955959,1.684955959,1.684955959
ERR033629,8.470954394,4.470954394,3.470954394,2.470954394,1.470954394,1.470954394,1.470954394,1.470954394,1.470954394,1.470954394,1.470954394,1.470954394,1.470954394,1.470954394
ERR033454,8.570123052,4.570123052,3.570123052,2.570123052,1.570123052,1.570123052,1.570123052,1.570123052,1.570123052,1.570123052,1.570123052,1.570123052,1.570123052,1.570123052
ERR237558,15.57622845,1.576228451,1.576228451,2.576228451,2.576228451,2.576228451,2.576228451,2.576228451,2.576228451,2.576228451,2.576228451,2.576228451,2.576228451,2.576228451
ERR038668,8.22395683,4.22395683,3.22395683,2.22395683,1.22395683,1.22395683,1.22395683,1.22395683,1.22395683,1.22395683,1.22395683,1.22395683,1.22395683,1.22395683
ERR156334,8.165973682,4.165973682,3.165973682,2.165973682,1.165973682,1.165973682,1.165973682,1.165973682,1.165973682,1.165973682,1.165973682,1.165973682,1.165973682,1.165973682
ERR033361,8.600515253,4.600515253,3.600515253,2.600515253,1.600515253,1.600515253,1.600515253,1.600515253,1.600515253,1.600515253,1.600515253,1.600515253,1.600515253,1.600515253
973N0044,8.081975122,4.081975122,3.081975122,2.081975122,1.081975122,1.081975122,1.081975122,1.081975122,1.081975122,1.081975122,1.081975122,1.081975122,1.081975122,1.081975122
ERR237574,8.547698467,4.547698467,3.547698467,2.547698467,1.547698467,1.547698467,1.547698467,1.547698467,1.547698467,1.547698467,1.547698467,1.547698467,1.547698467,1.547698467
0864N0038,8.081300308,4.081300308,3.081300308,2.081300308,1.081300308,1.081300308,1.081300308,1.081300308,1.081300308,1.081300308,1.081300308,1.081300308,1.081300308,1.081300308
ERR246622,8.014433817,4.014433817,3.014433817,2.014433817,1.014433817,1.014433817,1.014433817,1.014433817,1.014433817,1.014433817,1.014433817,1.014433817,1.014433817,1.014433817
ERR033572,8.622128702,4.622128702,3.622128702,2.622128702,1.622128702,1.622128702,1.622128702,1.622128702,1.622128702,1.622128702,1.622128702,1.622128702,1.622128702,1.622128702
ERR038659,15.99306896,1.993068961,1.993068961,2.993068961,2.993068961,2.993068961,2.993068961,2.993068961,2.993068961,2.993068961,2.993068961,2.993068961,2.993068961,2.993068961
ERR045843,8.518728133,4.518728133,3.518728133,2.518728133,1.518728133,1.518728133,1.518728133,1.518728133,1.518728133,1.518728133,1.518728133,1.518728133,1.518728133,1.518728133
ERR237613,8.315133071,4.315133071,3.315133071,2.315133071,1.315133071,1.315133071,1.315133071,1.315133071,1.315133071,1.315133071,1.315133071,1.315133071,1.315133071,1.315133071
ERR144824,8.007656722,4.007656722,3.007656722,2.007656722,1.007656722,1.007656722,1.007656722,1.007656722,1.007656722,1.007656722,1.007656722,1.007656722,1.007656722,1.007656722
ERR144831,8.239246876,4.239246876,3.239246876,2.239246876,1.239246876,1.239246876,1.239246876,1.239246876,1.239246876,1.239246876,1.239246876,1.239246876,1.239246876,1.239246876
ERR033431,15.57085117,1.570851174,1.570851174,2.570851174,2.570851174,2.570851174,2.570851174,2.570851174,2.570851174,2.570851174,2.570851174,2.570851174,2.570851174,2.570851174
ERR045844,8.06868688,4.06868688,3.06868688,2.06868688,1.06868688,1.06868688,1.06868688,1.06868688,1.06868688,1.06868688,1.06868688,1.06868688,1.06868688,1.06868688
ERR033373,8.039281053,4.039281053,3.039281053,2.039281053,1.039281053,1.039281053,1.039281053,1.039281053,1.039281053,1.039281053,1.039281053,1.039281053,1.039281053,1.039281053
ERR033589,8.732458203,4.732458203,3.732458203,2.732458203,1.732458203,1.732458203,1.732458203,1.732458203,1.732458203,1.732458203,1.732458203,1.732458203,1.732458203,1.732458203
ERR033542,8.021896418,4.021896418,3.021896418,2.021896418,1.021896418,1.021896418,1.021896418,1.021896418,1.021896418,1.021896418,1.021896418,1.021896418,1.021896418,1.021896418
ERR033298,8.449944973,4.449944973,3.449944973,2.449944973,1.449944973,1.449944973,1.449944973,1.449944973,1.449944973,1.449944973,1.449944973,1.449944973,1.449944973,1.449944973
ERR033537,8.772556937,4.772556937,3.772556937,2.772556937,1.772556937,1.772556937,1.772556937,1.772556937,1.772556937,1.772556937,1.772556937,1.772556937,1.772556937,1.772556937
ERR033480,8.113090218,4.113090218,3.113090218,2.113090218,1.113090218,1.113090218,1.113090218,1.113090218,1.113090218,1.113090218,1.113090218,1.113090218,1.113090218,1.113090218
ERR033590,8.349034317,4.349034317,3.349034317,2.349034317,1.349034317,1.349034317,1.349034317,1.349034317,1.349034317,1.349034317,1.349034317,1.349034317,1.349034317,1.349034317
ERR033613,8.075959673,4.075959673,3.075959673,2.075959673,1.075959673,1.075959673,1.075959673,1.075959673,1.075959673,1.075959673,1.075959673,1.075959673,1.075959673,1.075959673
ERR033556,15.25501769,1.255017694,1.255017694,2.255017694,2.255017694,2.255017694,2.255017694,2.255017694,2.255017694,2.255017694,2.255017694,2.255017694,2.255017694,2.255017694
ERR033291,8.530662329,4.530662329,3.530662329,2.530662329,1.530662329,1.530662329,1.530662329,1.530662329,1.530662329,1.530662329,1.530662329,1.530662329,1.530662329,1.530662329
ERR038662,15.77992221,1.779922208,1.779922208,2.779922208,2.779922208,2.779922208,2.779922208,2.779922208,2.779922208,2.779922208,2.779922208,2.779922208,2.779922208,2.779922208
ERR038663,8.085280621,4.085280621,3.085280621,2.085280621,1.085280621,1.085280621,1.085280621,1.085280621,1.085280621,1.085280621,1.085280621,1.085280621,1.085280621,1.085280621
ERR033461,8.494491083,4.494491083,3.494491083,2.494491083,1.494491083,1.494491083,1.494491083,1.494491083,1.494491083,1.494491083,1.494491083,1.494491083,1.494491083,1.494491083
ERR033374,8.123172948,4.123172948,3.123172948,2.123172948,1.123172948,1.123172948,1.123172948,1.123172948,1.123172948,1.123172948,1.123172948,1.123172948,1.123172948,1.123172948
ERR038665,8.346502951,4.346502951,3.346502951,2.346502951,1.346502951,1.346502951,1.346502951,1.346502951,1.346502951,1.346502951,1.346502951,1.346502951,1.346502951,1.346502951
ERR033578,15.19686847,1.196868475,1.196868475,2.196868475,2.196868475,2.196868475,2.196868475,2.196868475,2.196868475,2.196868475,2.196868475,2.196868475,2.196868475,2.196868475
ERR033581,8.013074548,4.013074548,3.013074548,2.013074548,1.013074548,1.013074548,1.013074548,1.013074548,1.013074548,1.013074548,1.013074548,1.013074548,1.013074548,1.013074548
ERR033529,15.03118977,1.031189769,1.031189769,2.031189769,2.031189769,2.031189769,2.031189769,2.031189769,2.031189769,2.031189769,2.031189769,2.031189769,2.031189769,2.031189769
